period_utc,from_ba,to_ba,net_mwh
2026-06-14 12:00:00+00:00,SWPP,MISO,-1820.7195791842385
2026-06-14 12:00:00+00:00,TVA,SOCO,-2063.1572469818766
2026-06-14 12:00:00+00:00,WACM,AZPS,-2105.568980770423
2026-06-14 13:00:00+00:00,AZPS,WACM,1973.0122890627229
2026-06-14 13:00:00+00:00,BANC,CISO,-1944.6805380520855
2026-06-14 13:00:00+00:00,BPAT,PACW,2138.9769189378794
2026-06-14 13:00:00+00:00,CISO,BANC,2010.3511448400072
2026-06-14 13:00:00+00:00,CISO,LDWP,2035.6166680277145
2026-06-14 13:00:00+00:00,CISO,NEVP,-2097.4596570159497
2026-06-14 13:00:00+00:00,CPLE,DUK,-1999.034558369611
2026-06-14 13:00:00+00:00,DUK,CPLE,2083.341382957382
2026-06-14 13:00:00+00:00,ERCO,SWPP,1911.3198545801508
2026-06-14 13:00:00+00:00,ISNE,NYIS,2033.1777976889864
2026-06-14 13:00:00+00:00,LDWP,CISO,-1934.719968185046
2026-06-14 13:00:00+00:00,MISO,PJM,-1985.1215548402783
2026-06-14 13:00:00+00:00,MISO,SWPP,1828.1712279998512
2026-06-14 13:00:00+00:00,NEVP,CISO,1942.154236371714
2026-06-14 13:00:00+00:00,NYIS,ISNE,-2070.4829876504755
2026-06-14 13:00:00+00:00,NYIS,PJM,-2027.462395286152
2026-06-14 13:00:00+00:00,PACW,BPAT,-1875.7450332230767
2026-06-14 13:00:00+00:00,PJM,MISO,2250.908132869082
2026-06-14 13:00:00+00:00,PJM,NYIS,1823.2089442371393
2026-06-14 13:00:00+00:00,SOCO,TVA,2065.0037370972373
2026-06-14 13:00:00+00:00,SWPP,ERCO,-1942.561353270072
2026-06-14 13:00:00+00:00,SWPP,MISO,-1846.3667235527355
2026-06-14 13:00:00+00:00,TVA,SOCO,-1852.5251995299113
2026-06-14 13:00:00+00:00,WACM,AZPS,-1979.871846099913
2026-06-14 14:00:00+00:00,AZPS,WACM,1924.4286688769018
2026-06-14 14:00:00+00:00,BANC,CISO,-2145.489900150211
2026-06-14 14:00:00+00:00,BPAT,PACW,1899.6720780899948
2026-06-14 14:00:00+00:00,CISO,BANC,1972.8070416785085
2026-06-14 14:00:00+00:00,CISO,LDWP,1919.694132951924
2026-06-14 14:00:00+00:00,CISO,NEVP,-1805.9327097348164
2026-06-14 14:00:00+00:00,CPLE,DUK,-2064.401666442542
2026-06-14 14:00:00+00:00,DUK,CPLE,1908.3952219212727
2026-06-14 14:00:00+00:00,ERCO,SWPP,2068.8888226624663
2026-06-14 14:00:00+00:00,ISNE,NYIS,1983.087947392038
2026-06-14 14:00:00+00:00,LDWP,CISO,-2144.1218396477507
2026-06-14 14:00:00+00:00,MISO,PJM,-1874.608960653685
2026-06-14 14:00:00+00:00,MISO,SWPP,1908.8886148466186
2026-06-14 14:00:00+00:00,NEVP,CISO,1914.1549259207459
2026-06-14 14:00:00+00:00,NYIS,ISNE,-1949.7738133743155
2026-06-14 14:00:00+00:00,NYIS,PJM,-1931.1886638841574
2026-06-14 14:00:00+00:00,PACW,BPAT,-1979.5110584066153
2026-06-14 14:00:00+00:00,PJM,MISO,1699.1732479306309
2026-06-14 14:00:00+00:00,PJM,NYIS,2024.1710788260345
2026-06-14 14:00:00+00:00,SOCO,TVA,1984.7130418276836
2026-06-14 14:00:00+00:00,SWPP,ERCO,-1884.6770619962076
2026-06-14 14:00:00+00:00,SWPP,MISO,-2133.437661147531
2026-06-14 14:00:00+00:00,TVA,SOCO,-2037.738420714857
2026-06-14 14:00:00+00:00,WACM,AZPS,-1872.9690615168588
2026-06-14 15:00:00+00:00,AZPS,WACM,1852.624179882035
2026-06-14 15:00:00+00:00,BANC,CISO,-1857.3800887066284
2026-06-14 15:00:00+00:00,BPAT,PACW,1752.1545930801867
2026-06-14 15:00:00+00:00,CISO,BANC,1935.5852050401163
2026-06-14 15:00:00+00:00,CISO,LDWP,1850.2631812015732
2026-06-14 15:00:00+00:00,CISO,NEVP,-1771.38561277629
2026-06-14 15:00:00+00:00,CPLE,DUK,-1874.9671553020248
2026-06-14 15:00:00+00:00,DUK,CPLE,1813.0071082887837
2026-06-14 15:00:00+00:00,ERCO,SWPP,1747.3105543291304
2026-06-14 15:00:00+00:00,ISNE,NYIS,1831.5653079409672
2026-06-14 15:00:00+00:00,LDWP,CISO,-1852.8733966952627
2026-06-14 15:00:00+00:00,MISO,PJM,-1443.560694925433
2026-06-14 15:00:00+00:00,MISO,SWPP,1957.022417169999
2026-06-14 15:00:00+00:00,NEVP,CISO,1676.9027795040945
2026-06-14 15:00:00+00:00,NYIS,ISNE,-1938.267052611483
2026-06-14 15:00:00+00:00,NYIS,PJM,-1793.265408694657
2026-06-14 15:00:00+00:00,PACW,BPAT,-1761.3461641408965
2026-06-14 15:00:00+00:00,PJM,MISO,1722.1225148409178
2026-06-14 15:00:00+00:00,PJM,NYIS,1596.489767759666
2026-06-14 15:00:00+00:00,SOCO,TVA,1969.797117393843
2026-06-14 15:00:00+00:00,SWPP,ERCO,-1889.4292228043641
2026-06-14 15:00:00+00:00,SWPP,MISO,-1818.5337393042907
2026-06-14 15:00:00+00:00,TVA,SOCO,-1944.3174958390273
2026-06-14 15:00:00+00:00,WACM,AZPS,-1873.0079413175347
2026-06-14 16:00:00+00:00,AZPS,WACM,1560.8294178948686
2026-06-14 16:00:00+00:00,BANC,CISO,-1585.32960166201
2026-06-14 16:00:00+00:00,BPAT,PACW,1459.2347156508206
2026-06-14 16:00:00+00:00,CISO,BANC,1564.16415179846
2026-06-14 16:00:00+00:00,CISO,LDWP,1660.3261709905216
2026-06-14 16:00:00+00:00,CISO,NEVP,-1656.2319137849622
2026-06-14 16:00:00+00:00,CPLE,DUK,-1614.6135017892052
2026-06-14 16:00:00+00:00,DUK,CPLE,1623.1635468273578
2026-06-14 16:00:00+00:00,ERCO,SWPP,1591.5776049820129
2026-06-14 16:00:00+00:00,ISNE,NYIS,1307.2241528447653
2026-06-14 16:00:00+00:00,LDWP,CISO,-1372.2026766687793
2026-06-14 16:00:00+00:00,MISO,PJM,-1385.474545521931
2026-06-14 16:00:00+00:00,MISO,SWPP,1452.7750373361794
2026-06-14 16:00:00+00:00,NEVP,CISO,1696.8000070596502
2026-06-14 16:00:00+00:00,NYIS,ISNE,-1597.9559602233576
2026-06-14 16:00:00+00:00,NYIS,PJM,-1671.682255924902
2026-06-14 16:00:00+00:00,PACW,BPAT,-1684.8145767999565
2026-06-14 16:00:00+00:00,PJM,MISO,1590.799106193043
2026-06-14 16:00:00+00:00,PJM,NYIS,1743.0910910236737
2026-06-14 16:00:00+00:00,SOCO,TVA,1538.0787285813976
2026-06-14 16:00:00+00:00,SWPP,ERCO,-1584.5651726874055
2026-06-14 16:00:00+00:00,SWPP,MISO,-1476.5939497264308
2026-06-14 16:00:00+00:00,TVA,SOCO,-1631.5327637861424
2026-06-14 16:00:00+00:00,WACM,AZPS,-1419.405226271332
2026-06-14 17:00:00+00:00,AZPS,WACM,1114.673922791842
2026-06-14 17:00:00+00:00,BANC,CISO,-1162.360947360202
2026-06-14 17:00:00+00:00,BPAT,PACW,1209.418197768122
2026-06-14 17:00:00+00:00,CISO,BANC,1229.4588541470785
2026-06-14 17:00:00+00:00,CISO,LDWP,994.969387287983
2026-06-14 17:00:00+00:00,CISO,NEVP,-1292.9590372644698
2026-06-14 17:00:00+00:00,CPLE,DUK,-1301.0824301655257
2026-06-14 17:00:00+00:00,DUK,CPLE,1313.1543155162665
2026-06-14 17:00:00+00:00,ERCO,SWPP,1276.3490896112405
2026-06-14 17:00:00+00:00,ISNE,NYIS,1258.95484369587
2026-06-14 17:00:00+00:00,LDWP,CISO,-1255.093627110615
2026-06-14 17:00:00+00:00,MISO,PJM,-1195.282838437423
2026-06-14 17:00:00+00:00,MISO,SWPP,1187.1765430307685
2026-06-14 17:00:00+00:00,NEVP,CISO,1386.4910329597635
2026-06-14 17:00:00+00:00,NYIS,ISNE,-1332.7885955869715
2026-06-14 17:00:00+00:00,NYIS,PJM,-1311.039494006013
2026-06-14 17:00:00+00:00,PACW,BPAT,-1157.2891156532144
2026-06-14 17:00:00+00:00,PJM,MISO,1287.882497497263
2026-06-14 17:00:00+00:00,PJM,NYIS,1166.9249491372743
2026-06-14 17:00:00+00:00,SOCO,TVA,1409.0705213940744
2026-06-14 17:00:00+00:00,SWPP,ERCO,-1232.9713991480062
2026-06-14 17:00:00+00:00,SWPP,MISO,-1378.62518450337
2026-06-14 17:00:00+00:00,TVA,SOCO,-1300.6331085776064
2026-06-14 17:00:00+00:00,WACM,AZPS,-1061.5627861346536
2026-06-14 18:00:00+00:00,AZPS,WACM,918.9626368321312
2026-06-14 18:00:00+00:00,BANC,CISO,-891.0034893257613
2026-06-14 18:00:00+00:00,BPAT,PACW,771.1575508322161
2026-06-14 18:00:00+00:00,CISO,BANC,959.3905587637137
2026-06-14 18:00:00+00:00,CISO,LDWP,827.9634585588826
2026-06-14 18:00:00+00:00,CISO,NEVP,-905.3461181540938
2026-06-14 18:00:00+00:00,CPLE,DUK,-934.5564796756114
2026-06-14 18:00:00+00:00,DUK,CPLE,860.8550469225189
2026-06-14 18:00:00+00:00,ERCO,SWPP,920.0143129475449
2026-06-14 18:00:00+00:00,ISNE,NYIS,772.9184000850806
2026-06-14 18:00:00+00:00,LDWP,CISO,-934.9274481150047
2026-06-14 18:00:00+00:00,MISO,PJM,-973.0545577332886
2026-06-14 18:00:00+00:00,MISO,SWPP,899.7374023700612
2026-06-14 18:00:00+00:00,NEVP,CISO,671.6710430686476
2026-06-14 18:00:00+00:00,NYIS,ISNE,-924.977069776307
2026-06-14 18:00:00+00:00,NYIS,PJM,-835.6710347939259
2026-06-14 18:00:00+00:00,PACW,BPAT,-920.7136053831263
2026-06-14 18:00:00+00:00,PJM,MISO,843.6811667529416
2026-06-14 18:00:00+00:00,PJM,NYIS,899.1088658167839
2026-06-14 18:00:00+00:00,SOCO,TVA,809.4054590065867
2026-06-14 18:00:00+00:00,SWPP,ERCO,-801.4584668836408
2026-06-14 18:00:00+00:00,SWPP,MISO,-768.3520696227804
2026-06-14 18:00:00+00:00,TVA,SOCO,-1010.4878634101625
2026-06-14 18:00:00+00:00,WACM,AZPS,-930.5011499085683
2026-06-14 19:00:00+00:00,AZPS,WACM,372.4799188213338
2026-06-14 19:00:00+00:00,BANC,CISO,-534.6614121015372
2026-06-14 19:00:00+00:00,BPAT,PACW,395.15507534508095
2026-06-14 19:00:00+00:00,CISO,BANC,511.70573911248624
2026-06-14 19:00:00+00:00,CISO,LDWP,535.3969860144432
2026-06-14 19:00:00+00:00,CISO,NEVP,-749.9903319795217
2026-06-14 19:00:00+00:00,CPLE,DUK,-561.2012184197445
2026-06-14 19:00:00+00:00,DUK,CPLE,483.7789647901702
2026-06-14 19:00:00+00:00,ERCO,SWPP,560.6837214632241
2026-06-14 19:00:00+00:00,ISNE,NYIS,609.5445091745571
2026-06-14 19:00:00+00:00,LDWP,CISO,-510.0436583887905
2026-06-14 19:00:00+00:00,MISO,PJM,-302.78075782352363
2026-06-14 19:00:00+00:00,MISO,SWPP,565.6485594473224
2026-06-14 19:00:00+00:00,NEVP,CISO,658.1842684361382
2026-06-14 19:00:00+00:00,NYIS,ISNE,-414.8918566804284
2026-06-14 19:00:00+00:00,NYIS,PJM,-489.6129818896976
2026-06-14 19:00:00+00:00,PACW,BPAT,-597.1387254891584
2026-06-14 19:00:00+00:00,PJM,MISO,695.3282774309981
2026-06-14 19:00:00+00:00,PJM,NYIS,564.3463845897729
2026-06-14 19:00:00+00:00,SOCO,TVA,486.9239316973746
2026-06-14 19:00:00+00:00,SWPP,ERCO,-469.52450728325425
2026-06-14 19:00:00+00:00,SWPP,MISO,-587.7300583024165
2026-06-14 19:00:00+00:00,TVA,SOCO,-483.9504469150273
2026-06-14 19:00:00+00:00,WACM,AZPS,-628.2870181354376
2026-06-14 20:00:00+00:00,AZPS,WACM,30.595687351539283
2026-06-14 20:00:00+00:00,BANC,CISO,-274.5263283348511
2026-06-14 20:00:00+00:00,BPAT,PACW,124.6310695851047
2026-06-14 20:00:00+00:00,CISO,BANC,241.99115002612072
2026-06-14 20:00:00+00:00,CISO,LDWP,119.56765000665554
2026-06-14 20:00:00+00:00,CISO,NEVP,17.298014871445986
2026-06-14 20:00:00+00:00,CPLE,DUK,-203.1724240539012
2026-06-14 20:00:00+00:00,DUK,CPLE,184.20999617723226
2026-06-14 20:00:00+00:00,ERCO,SWPP,156.5616443528402
2026-06-14 20:00:00+00:00,ISNE,NYIS,225.57430569742917
2026-06-14 20:00:00+00:00,LDWP,CISO,-178.1654403560761
2026-06-14 20:00:00+00:00,MISO,PJM,27.294041553883062
2026-06-14 20:00:00+00:00,MISO,SWPP,103.75025762259898
2026-06-14 20:00:00+00:00,NEVP,CISO,112.27973223490785
2026-06-14 20:00:00+00:00,NYIS,ISNE,-214.99728022043303
2026-06-14 20:00:00+00:00,NYIS,PJM,-13.34513221702339
2026-06-14 20:00:00+00:00,PACW,BPAT,-80.88312794670834
2026-06-14 20:00:00+00:00,PJM,MISO,167.70103583256662
2026-06-14 20:00:00+00:00,PJM,NYIS,-10.41262964910807
2026-06-14 20:00:00+00:00,SOCO,TVA,-1.073672745783952
2026-06-14 20:00:00+00:00,SWPP,ERCO,-96.93955335009473
2026-06-14 20:00:00+00:00,SWPP,MISO,-274.93555766086064
2026-06-14 20:00:00+00:00,TVA,SOCO,-138.00196515203737
2026-06-14 20:00:00+00:00,WACM,AZPS,30.17769099926838
2026-06-14 21:00:00+00:00,AZPS,WACM,-268.7494115993175
2026-06-14 21:00:00+00:00,BANC,CISO,403.3470566671032
2026-06-14 21:00:00+00:00,BPAT,PACW,-284.4038946921301
2026-06-14 21:00:00+00:00,CISO,BANC,-59.99396619534312
2026-06-14 21:00:00+00:00,CISO,LDWP,-278.7394435215443
2026-06-14 21:00:00+00:00,CISO,NEVP,197.52920382449867
2026-06-14 21:00:00+00:00,CPLE,DUK,283.3575746015635
2026-06-14 21:00:00+00:00,DUK,CPLE,-203.72934605716287
2026-06-14 21:00:00+00:00,ERCO,SWPP,-225.12217113525833
2026-06-14 21:00:00+00:00,ISNE,NYIS,-367.54411285976687
2026-06-14 21:00:00+00:00,LDWP,CISO,351.2784710929889
2026-06-14 21:00:00+00:00,MISO,PJM,41.068637580993055
2026-06-14 21:00:00+00:00,MISO,SWPP,-173.98046575206803
2026-06-14 21:00:00+00:00,NEVP,CISO,-321.37792821647946
2026-06-14 21:00:00+00:00,NYIS,ISNE,123.10974970418059
2026-06-14 21:00:00+00:00,NYIS,PJM,304.2575418712152
2026-06-14 21:00:00+00:00,PACW,BPAT,327.2226098282018
2026-06-14 21:00:00+00:00,PJM,MISO,-416.6782945627194
2026-06-14 21:00:00+00:00,PJM,NYIS,-381.5333987055454
2026-06-14 21:00:00+00:00,SOCO,TVA,-269.38013325099473
2026-06-14 21:00:00+00:00,SWPP,ERCO,360.29520337539094
2026-06-14 21:00:00+00:00,SWPP,MISO,49.176637844232715
2026-06-14 21:00:00+00:00,TVA,SOCO,304.2611810194558
2026-06-14 21:00:00+00:00,WACM,AZPS,356.9058271937613
2026-06-14 22:00:00+00:00,AZPS,WACM,-767.707050893031
2026-06-14 22:00:00+00:00,BANC,CISO,663.0816747055677
2026-06-14 22:00:00+00:00,BPAT,PACW,-580.742041220922
2026-06-14 22:00:00+00:00,CISO,BANC,-790.0049838449836
2026-06-14 22:00:00+00:00,CISO,LDWP,-529.5060331185464
2026-06-14 22:00:00+00:00,CISO,NEVP,540.0459389132685
2026-06-14 22:00:00+00:00,CPLE,DUK,562.1842817067793
2026-06-14 22:00:00+00:00,DUK,CPLE,-387.9403013173042
2026-06-14 22:00:00+00:00,ERCO,SWPP,-617.6270944114386
2026-06-14 22:00:00+00:00,ISNE,NYIS,-519.0917200017115
2026-06-14 22:00:00+00:00,LDWP,CISO,573.7169117498453
2026-06-14 22:00:00+00:00,MISO,PJM,495.2497604312385
2026-06-14 22:00:00+00:00,MISO,SWPP,-718.7568241019155
2026-06-14 22:00:00+00:00,NEVP,CISO,-619.2908179745127
2026-06-14 22:00:00+00:00,NYIS,ISNE,419.45428413898344
2026-06-14 22:00:00+00:00,NYIS,PJM,521.4921670572951
2026-06-14 22:00:00+00:00,PACW,BPAT,602.2207063539873
2026-06-14 22:00:00+00:00,PJM,MISO,-572.6185791092284
2026-06-14 22:00:00+00:00,PJM,NYIS,-562.0897237195841
2026-06-14 22:00:00+00:00,SOCO,TVA,-431.88861146264315
2026-06-14 22:00:00+00:00,SWPP,ERCO,480.9901395730159
2026-06-14 22:00:00+00:00,SWPP,MISO,456.1514879195279
2026-06-14 22:00:00+00:00,TVA,SOCO,735.7491747815268
2026-06-14 22:00:00+00:00,WACM,AZPS,551.1160479439325
2026-06-14 23:00:00+00:00,AZPS,WACM,-809.247910154267
2026-06-14 23:00:00+00:00,BANC,CISO,680.3768108811053
2026-06-14 23:00:00+00:00,BPAT,PACW,-754.3093342030501
2026-06-14 23:00:00+00:00,CISO,BANC,-640.0960649600482
2026-06-14 23:00:00+00:00,CISO,LDWP,-759.5387597220963
2026-06-14 23:00:00+00:00,CISO,NEVP,620.4428548056572
2026-06-14 23:00:00+00:00,CPLE,DUK,772.7974996416699
2026-06-14 23:00:00+00:00,DUK,CPLE,-819.8704138718504
2026-06-14 23:00:00+00:00,ERCO,SWPP,-496.9255268435452
2026-06-14 23:00:00+00:00,ISNE,NYIS,-750.3237424448092
2026-06-14 23:00:00+00:00,LDWP,CISO,668.8426622543041
2026-06-14 23:00:00+00:00,MISO,PJM,899.7042686925013
2026-06-14 23:00:00+00:00,MISO,SWPP,-664.8192674892591
2026-06-14 23:00:00+00:00,NEVP,CISO,-822.2047709918372
2026-06-14 23:00:00+00:00,NYIS,ISNE,940.4398019931328
2026-06-14 23:00:00+00:00,NYIS,PJM,674.3766748018895
2026-06-14 23:00:00+00:00,PACW,BPAT,692.1827605296932
2026-06-14 23:00:00+00:00,PJM,MISO,-681.2729420500478
2026-06-14 23:00:00+00:00,PJM,NYIS,-803.1725974433745
2026-06-14 23:00:00+00:00,SOCO,TVA,-715.4147434171846
2026-06-14 23:00:00+00:00,SWPP,ERCO,765.7330426591601
2026-06-14 23:00:00+00:00,SWPP,MISO,980.976932704001
2026-06-14 23:00:00+00:00,TVA,SOCO,783.7068448449202
2026-06-14 23:00:00+00:00,WACM,AZPS,779.1995284566935
2026-06-15 00:00:00+00:00,AZPS,WACM,-844.101561122426
2026-06-15 00:00:00+00:00,BANC,CISO,1171.0119557605283
2026-06-15 00:00:00+00:00,BPAT,PACW,-699.1876253265325
2026-06-15 00:00:00+00:00,CISO,BANC,-969.08350533127
2026-06-15 00:00:00+00:00,CISO,LDWP,-957.131366742861
2026-06-15 00:00:00+00:00,CISO,NEVP,891.2002195343744
2026-06-15 00:00:00+00:00,CPLE,DUK,940.1596926567827
2026-06-15 00:00:00+00:00,DUK,CPLE,-1033.1256656286341
2026-06-15 00:00:00+00:00,ERCO,SWPP,-791.7311281840596
2026-06-15 00:00:00+00:00,ISNE,NYIS,-917.9548376219723
2026-06-15 00:00:00+00:00,LDWP,CISO,962.6606000741431
2026-06-15 00:00:00+00:00,MISO,PJM,1074.753674140441
2026-06-15 00:00:00+00:00,MISO,SWPP,-992.2373214094305
2026-06-15 00:00:00+00:00,NEVP,CISO,-1054.7408217386444
2026-06-15 00:00:00+00:00,NYIS,ISNE,987.3818418987852
2026-06-15 00:00:00+00:00,NYIS,PJM,1020.4828682539751
2026-06-15 00:00:00+00:00,PACW,BPAT,946.1985708511726
2026-06-15 00:00:00+00:00,PJM,MISO,-989.5158566572999
2026-06-15 00:00:00+00:00,PJM,NYIS,-982.9958710348745
2026-06-15 00:00:00+00:00,SOCO,TVA,-887.1882922969221
2026-06-15 00:00:00+00:00,SWPP,ERCO,801.9144254794661
2026-06-15 00:00:00+00:00,SWPP,MISO,779.9610811536741
2026-06-15 00:00:00+00:00,TVA,SOCO,1138.2397224236738
2026-06-15 00:00:00+00:00,WACM,AZPS,1001.908422111212
2026-06-15 01:00:00+00:00,AZPS,WACM,-954.3636440691865
2026-06-15 01:00:00+00:00,BANC,CISO,1009.8441979247137
2026-06-15 01:00:00+00:00,BPAT,PACW,-1062.112966193978
2026-06-15 01:00:00+00:00,CISO,BANC,-889.7450042018976
2026-06-15 01:00:00+00:00,CISO,LDWP,-939.355091765527
2026-06-15 01:00:00+00:00,CISO,NEVP,896.2093093602465
2026-06-15 01:00:00+00:00,CPLE,DUK,1083.249189146294
2026-06-15 01:00:00+00:00,DUK,CPLE,-1100.2944696776078
2026-06-15 01:00:00+00:00,ERCO,SWPP,-872.173908440901
2026-06-15 01:00:00+00:00,ISNE,NYIS,-975.4915411450917
2026-06-15 01:00:00+00:00,LDWP,CISO,960.3087192190303
2026-06-15 01:00:00+00:00,MISO,PJM,1081.3556651696958
2026-06-15 01:00:00+00:00,MISO,SWPP,-984.871475513099
2026-06-15 01:00:00+00:00,NEVP,CISO,-1008.6491404891898
2026-06-15 01:00:00+00:00,NYIS,ISNE,1109.1464969500632
2026-06-15 01:00:00+00:00,NYIS,PJM,882.8637460355096
2026-06-15 01:00:00+00:00,PACW,BPAT,1041.6123039576464
2026-06-15 01:00:00+00:00,PJM,MISO,-958.586203951268
2026-06-15 01:00:00+00:00,PJM,NYIS,-943.7727958111178
2026-06-15 01:00:00+00:00,SOCO,TVA,-971.1969646056675
2026-06-15 01:00:00+00:00,SWPP,ERCO,1059.267907821131
2026-06-15 01:00:00+00:00,SWPP,MISO,1043.6735991436128
2026-06-15 01:00:00+00:00,TVA,SOCO,879.7101488971322
2026-06-15 01:00:00+00:00,WACM,AZPS,929.7247669224344
2026-06-15 02:00:00+00:00,AZPS,WACM,-866.3344157979722
2026-06-15 02:00:00+00:00,BANC,CISO,1081.3297648926703
2026-06-15 02:00:00+00:00,BPAT,PACW,-1072.372764208407
2026-06-15 02:00:00+00:00,CISO,BANC,-969.7651688222772
2026-06-15 02:00:00+00:00,CISO,LDWP,-803.586060363708
2026-06-15 02:00:00+00:00,CISO,NEVP,897.817547632791
2026-06-15 02:00:00+00:00,CPLE,DUK,740.1136799221443
2026-06-15 02:00:00+00:00,DUK,CPLE,-1033.3509479110812
2026-06-15 02:00:00+00:00,ERCO,SWPP,-998.0665327410878
2026-06-15 02:00:00+00:00,ISNE,NYIS,-1089.2169301139133
2026-06-15 02:00:00+00:00,LDWP,CISO,1148.074723480863
2026-06-15 02:00:00+00:00,MISO,PJM,843.9973497251405
2026-06-15 02:00:00+00:00,MISO,SWPP,-962.5715120656963
2026-06-15 02:00:00+00:00,NEVP,CISO,-987.2844020966419
2026-06-15 02:00:00+00:00,NYIS,ISNE,787.0083002408477
2026-06-15 02:00:00+00:00,NYIS,PJM,871.4515008031183
2026-06-15 02:00:00+00:00,PACW,BPAT,966.4501401753787
2026-06-15 02:00:00+00:00,PJM,MISO,-1035.0086451081625
2026-06-15 02:00:00+00:00,PJM,NYIS,-1030.7216610402565
2026-06-15 02:00:00+00:00,SOCO,TVA,-925.7009652472452
2026-06-15 02:00:00+00:00,SWPP,ERCO,966.8306733382003
2026-06-15 02:00:00+00:00,SWPP,MISO,900.3642441331046
2026-06-15 02:00:00+00:00,TVA,SOCO,935.1400908113818
2026-06-15 02:00:00+00:00,WACM,AZPS,974.5738437049041
2026-06-15 03:00:00+00:00,AZPS,WACM,-838.0783387901944
2026-06-15 03:00:00+00:00,BANC,CISO,789.3742330997288
2026-06-15 03:00:00+00:00,BPAT,PACW,-787.8914633814227
2026-06-15 03:00:00+00:00,CISO,BANC,-782.0664233743228
2026-06-15 03:00:00+00:00,CISO,LDWP,-861.8291987314383
2026-06-15 03:00:00+00:00,CISO,NEVP,776.1112040190645
2026-06-15 03:00:00+00:00,CPLE,DUK,808.0728233000169
2026-06-15 03:00:00+00:00,DUK,CPLE,-893.0507982353682
2026-06-15 03:00:00+00:00,ERCO,SWPP,-950.3972683265907
2026-06-15 03:00:00+00:00,ISNE,NYIS,-782.8677471361201
2026-06-15 03:00:00+00:00,LDWP,CISO,911.9688822836321
2026-06-15 03:00:00+00:00,MISO,PJM,831.4132401427711
2026-06-15 03:00:00+00:00,MISO,SWPP,-914.85960807159
2026-06-15 03:00:00+00:00,NEVP,CISO,-1005.5342600313888
2026-06-15 03:00:00+00:00,NYIS,ISNE,748.647631678155
2026-06-15 03:00:00+00:00,NYIS,PJM,816.1386153983591
2026-06-15 03:00:00+00:00,PACW,BPAT,930.983654402578
2026-06-15 03:00:00+00:00,PJM,MISO,-822.9089387227447
2026-06-15 03:00:00+00:00,PJM,NYIS,-881.2581702778946
2026-06-15 03:00:00+00:00,SOCO,TVA,-723.690750965146
2026-06-15 03:00:00+00:00,SWPP,ERCO,664.2234035100655
2026-06-15 03:00:00+00:00,SWPP,MISO,814.2355258146488
2026-06-15 03:00:00+00:00,TVA,SOCO,656.4723930249904
2026-06-15 03:00:00+00:00,WACM,AZPS,798.2260512650198
2026-06-15 04:00:00+00:00,AZPS,WACM,-518.8359330354102
2026-06-15 04:00:00+00:00,BANC,CISO,543.6661461549305
2026-06-15 04:00:00+00:00,BPAT,PACW,-573.6699720829151
2026-06-15 04:00:00+00:00,CISO,BANC,-610.4071255070628
2026-06-15 04:00:00+00:00,CISO,LDWP,-413.3789303673014
2026-06-15 04:00:00+00:00,CISO,NEVP,505.3282375695163
2026-06-15 04:00:00+00:00,CPLE,DUK,598.4903825058193
2026-06-15 04:00:00+00:00,DUK,CPLE,-674.0426878823413
2026-06-15 04:00:00+00:00,ERCO,SWPP,-473.21777045214714
2026-06-15 04:00:00+00:00,ISNE,NYIS,-719.4349558514707
2026-06-15 04:00:00+00:00,LDWP,CISO,431.9800333921477
2026-06-15 04:00:00+00:00,MISO,PJM,646.6307599243823
2026-06-15 04:00:00+00:00,MISO,SWPP,-424.0593200745888
2026-06-15 04:00:00+00:00,NEVP,CISO,-629.8567918218185
2026-06-15 04:00:00+00:00,NYIS,ISNE,624.6440469341702
2026-06-15 04:00:00+00:00,NYIS,PJM,507.9200144614378
2026-06-15 04:00:00+00:00,PACW,BPAT,542.5189911138134
2026-06-15 04:00:00+00:00,PJM,MISO,-485.3179916604335
2026-06-15 04:00:00+00:00,PJM,NYIS,-508.4960208940214
2026-06-15 04:00:00+00:00,SOCO,TVA,-634.3613437869313
2026-06-15 04:00:00+00:00,SWPP,ERCO,539.311323454261
2026-06-15 04:00:00+00:00,SWPP,MISO,542.7807365172769
2026-06-15 04:00:00+00:00,TVA,SOCO,536.2747878633786
2026-06-15 04:00:00+00:00,WACM,AZPS,732.5814015950011
2026-06-15 05:00:00+00:00,AZPS,WACM,-295.7019574188193
2026-06-15 05:00:00+00:00,BANC,CISO,302.1174931041083
2026-06-15 05:00:00+00:00,BPAT,PACW,-205.85004464184559
2026-06-15 05:00:00+00:00,CISO,BANC,-238.7647280936458
2026-06-15 05:00:00+00:00,CISO,LDWP,-198.93673690226075
2026-06-15 05:00:00+00:00,CISO,NEVP,116.8773344045841
2026-06-15 05:00:00+00:00,CPLE,DUK,284.7083771870499
2026-06-15 05:00:00+00:00,DUK,CPLE,-261.0076033151603
2026-06-15 05:00:00+00:00,ERCO,SWPP,-383.6250809961108
2026-06-15 05:00:00+00:00,ISNE,NYIS,-305.3270104190149
2026-06-15 05:00:00+00:00,LDWP,CISO,202.98746290567445
2026-06-15 05:00:00+00:00,MISO,PJM,221.82121804701958
2026-06-15 05:00:00+00:00,MISO,SWPP,-159.95668896744593
2026-06-15 05:00:00+00:00,NEVP,CISO,-133.22093865411995
2026-06-15 05:00:00+00:00,NYIS,ISNE,228.43068382786774
